date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:06	381/381	---M-Z	200	added ('OK')	text/plain	date:Mon,%2005%20Aug%202024%2004:09:45%20GMT	https://www.housesunday.ca/robots.txt		(from )
14:55:06	107987/107987	---M-Z	200	added ('OK')	text/html	etag:W/%222cf1cdbf7a17f407d4c8ac46f420a09a%22	https://www.housesunday.ca/	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/index.html	(from )
14:55:08	17727/17727	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2005%20Aug%202024%2006:55:09%20GMT	http://use.typekit.net/ik/0AZakcYuiZf_A2svPfTUzzxxgyjhmDjhy8ZYmC-Ao1OcFzdP37O1sydci8Sc80ZPuGjWinOWFl-D60SaBujW48Sagyjh90jhNlOeBRiA8XpWFR-emqiAUTdcS0jhNlOeBRiA8XpWFR-emqiAUTdcS0dcmXOeBDOcu8OeyziWF8Sam0ZeBoOcFyOeUzjhBC-eNDifUDSWmyScmDSeBRZWFR-emqiAUTdcS0jhNlOYsydci8Sc80ZPuGjWinOWFl-D60SaBujW48Sagyjh90jhNlOYiaikoyjamTiY8Djhy8ZYmC-Ao1OcFzdPUaiaS0jAFu-WsoShFGZAsude80Zko0ZWbCiaiaOcBDOcu8OYiaikoGdamDZWFudcsypPoRjPUaiaS0SaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPUaiaS0ieB0Zhmk-Ao8OAyyihClShun5foDSWmyScmDSeBRZPoRdhXK2cuTdcmkicIldANqZW40J6iyd1TTjAozH6qJlPCbMg6IJMJ7fbKkHUMMeMS6MKG4fObnIMMj2KMfH6qJCkCbMg6sJMJ7f6KxK3JbMs6YJMHbM-RYu79e.js	C:/My%20Web%20Sites/housesunday.ca/use.typekit.net/ik/0AZakcYuiZf_A2svPfTUzzxx	(from https://www.housesunday.ca/)
14:55:08	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.housesunday.ca/)
14:55:11	45898/45898	---M-Z	200	added ('OK')	text/javascript	etag:%2280e410c53f9b0d8e7ec03001f50b340e%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-6c32e32b6938e95defd7-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-6c32e32b6938e95defd7-min.en-US.js	(from https://www.housesunday.ca/)
14:55:12	90771/90771	---M-Z	200	added ('OK')	text/javascript	etag:%22b4a755c7e39d57314f0f0e17de3a6f69%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-15305921bb94c505cd92-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-15305921bb94c505cd92-min.en-US.js	(from https://www.housesunday.ca/)
14:55:13	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.housesunday.ca/)
14:55:24	246250/246250	---M-Z	200	added ('OK')	text/javascript	etag:%22f52dee3814f1fd8bd40fd36b55bc291e%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-0f51b06fac4ba1f7c845-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-0f51b06fac4ba1f7c845-min.en-US.js	(from https://www.housesunday.ca/)
14:55:27	41137/41137	---M-Z	200	added ('OK')	text/javascript	etag:%220de7a09d4a6acf29d227584e482bf67c%22	http://assets.squarespace.com/universal/scripts-compressed/performance-52d31862402d449695d0-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/performance-52d31862402d449695d0-min.en-US.js	(from https://www.housesunday.ca/)
14:55:29	1196461/1196461	---M-Z	200	added ('OK')	text/javascript	etag:%2244c95d815bcfc0ec58a7bb00d1c6bd81%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-dfbb72c875564c27a00c-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-dfbb72c875564c27a00c-min.en-US.js	(from https://www.housesunday.ca/)
14:55:33	1301514/1301514	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Aug%202024%2006:55:29%20GMT	https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css	(from https://www.housesunday.ca/)
14:55:34	230410/230410	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Aug%202024%2006:55:31%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1722632295808-EC46FDD7XUWRGN7BOAK2/static.css	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1722632295808-EC46FDD7XUWRGN7BOAK2/static.css	(from https://www.housesunday.ca/)
14:55:36	102153/102153	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2006:55:36%20GMT	https://www.housesunday.ca/cart	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/cart.html	(from https://www.housesunday.ca/)
14:55:41	0/0	---M--	302	error ('Found')	text/html	etag:W/%22b6d806e6a44f4a0152ace83c74caa80f%22	https://www.housesunday.ca/33a6ebdd-ce1b-4ea1-8129-9a7376239a53	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/33a6ebdd-ce1b-4ea1-8129-9a7376239a53.d.delayed	(from https://www.housesunday.ca/)
14:55:42	680497/680497	---M-Z	200	added ('OK')	text/javascript	etag:W/%22479b419afa1ce753b320e29949e89a52%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-7fe376b784c3d1272675-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/common-vendors-7fe376b784c3d1272675-min.en-US.js	(from https://www.housesunday.ca/)
14:55:44	113964/113964	---M-Z	200	added ('OK')	text/html	etag:W/%22faf0936b2eece684aa481d5f3242f0f5%22	https://www.housesunday.ca/newclient	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/newclient.html	(from https://www.housesunday.ca/)
14:55:45	112888/112888	---M-Z	200	added ('OK')	text/html	etag:W/%22dd6577160e2c40e250e2cf2a9811fa32--gzip%22	https://www.housesunday.ca/express-treatments2023	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/express-treatments2023.html	(from https://www.housesunday.ca/)
14:55:46	124424/124424	---M-Z	200	added ('OK')	text/html	etag:W/%2259fd150d54582b89b4560fc0028392b1--gzip%22	https://www.housesunday.ca/customadvanced2023	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/customadvanced2023.html	(from https://www.housesunday.ca/)
14:55:47	130069/130069	---M-Z	200	added ('OK')	text/html	etag:W/%22dc34320cd6ea004518b6920c20a3ec78%22	https://www.housesunday.ca/advanced-treatments-procell	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/advanced-treatments-procell.html	(from https://www.housesunday.ca/)
14:55:49	127274/127274	---M-Z	200	added ('OK')	text/html	etag:W/%228d8dfe3a12ae88ae352b0548b2ba2aa2%22	https://www.housesunday.ca/laser-hair-removal	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/laser-hair-removal.html	(from https://www.housesunday.ca/)
14:55:50	130349/130349	---M-Z	200	added ('OK')	text/html	etag:W/%228a7269d0f6139a4586965cecbd1c17e7--gzip%22	https://www.housesunday.ca/photofacials-ipl	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/photofacials-ipl.html	(from https://www.housesunday.ca/)
14:55:55	0/0	---M--	302	error ('Found')	text/html	etag:W/%223dad429a08feb42c839ac7ca4e6f328f%22	https://www.housesunday.ca/6e107651-f8f4-4dd6-9559-eb32280f133f	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/6e107651-f8f4-4dd6-9559-eb32280f133f.14.delayed	(from https://www.housesunday.ca/)
14:55:58	124662/124662	---M-Z	200	added ('OK')	text/html	etag:W/%22511eee7d6e7e0fc12cb080506d8ab17b--gzip%22	https://www.housesunday.ca/about	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/about.html	(from https://www.housesunday.ca/)
14:55:59	117003/117003	---M-Z	200	added ('OK')	text/html	etag:W/%2247371788e926daf1d1754e6493a439a5--gzip%22	https://www.housesunday.ca/contact	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/contact.html	(from https://www.housesunday.ca/)
14:56:00	145104/145104	---M-Z	200	added ('OK')	text/html	etag:W/%220491b0f793d0e386008802543201520b%22	https://www.housesunday.ca/houserules	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/houserules.html	(from https://www.housesunday.ca/)
14:56:02	107092/107092	---M-Z	200	added ('OK')	text/html	etag:W/%22d32259a256b2d584ced2bbaaacff32fc%22	https://www.housesunday.ca/currentpromotions	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/currentpromotions.html	(from https://www.housesunday.ca/)
14:56:03	1627917/1627917	---M-Z	200	added ('OK')	text/javascript	etag:%2212426754a096ed99045e73c1af998571%22	http://assets.squarespace.com/universal/scripts-compressed/common-0af7051cb221d11716b7-min.en-US.js	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/scripts-compressed/common-0af7051cb221d11716b7-min.en-US.js	(from https://www.housesunday.ca/)
14:56:03	105995/105995	---M--	200	added ('OK')	image/jpeg	etag:CIW8qtThuv4CEAE=	https://images.squarespace-cdn.com/content/v1/5faeead12624f40e727b2f4a/94e7a545-0a11-49dd-b7c3-a8ca02c7f2b9/IMG_9838.jpg	C:/My%20Web%20Sites/housesunday.ca/images.squarespace-cdn.com/content/v1/5faeead12624f40e727b2f4a/94e7a545-0a11-49dd-b7c3-a8ca02c7f2b9/IMG_9838.jpg	(from https://www.housesunday.ca/)
14:56:03	107987/107987	---M-Z	200	added ('OK')	text/html	etag:W/%22bdc673eb9fd9b0a49c0e3ef16c85f5ee--gzip%22	https://www.housesunday.ca/home	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/home.html	(from https://www.housesunday.ca/)
14:56:04	45034/45034	---M--	200	added ('OK')	image/jpeg	etag:COLaudD8ooIDEAE=	https://images.squarespace-cdn.com/content/v1/5faeead12624f40e727b2f4a/1698847638021-XV6P94JVZPHP3U63NRDH/image-asset.jpeg	C:/My%20Web%20Sites/housesunday.ca/images.squarespace-cdn.com/content/v1/5faeead12624f40e727b2f4a/1698847638021-XV6P94JVZPHP3U63NRDH/image-asset.jpg	(from https://www.housesunday.ca/)
14:56:04	112276/112276	---M-Z	200	added ('OK')	text/html	etag:W/%22a20e678f6359b705721a443a52383f60--gzip%22	https://www.housesunday.ca/loyalty-points-program	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/loyalty-points-program.html	(from https://www.housesunday.ca/)
14:56:06	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CzCu9-MRih_/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CzCu9-MRih_/embed/___/iframe__.1d.delayed	(from https://www.housesunday.ca/)
14:56:07	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/Cy55rHtRQ30/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/Cy55rHtRQ30/embed/___/iframe__.1e.delayed	(from https://www.housesunday.ca/)
14:56:09	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/Cy0v_5yx2_A/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/Cy0v_5yx2_A/embed/___/iframe__.1f.delayed	(from https://www.housesunday.ca/)
14:56:11	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CyvmfK2xZf1/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CyvmfK2xZf1/embed/___/iframe__.20.delayed	(from https://www.housesunday.ca/)
14:56:12	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/Cyn4BaRRf4b/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/Cyn4BaRRf4b/embed/___/iframe__.21.delayed	(from https://www.housesunday.ca/)
14:56:14	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CykA3kgR2jt/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CykA3kgR2jt/embed/___/iframe__.22.delayed	(from https://www.housesunday.ca/)
14:56:15	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CydleNExEJr/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CydleNExEJr/embed/___/iframe__.23.delayed	(from https://www.housesunday.ca/)
14:56:17	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CyV3GI6x4z0/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CyV3GI6x4z0/embed/___/iframe__.24.delayed	(from https://www.housesunday.ca/)
